"","presentationnum","participant","verb","condition","word","word_num","duration","meanIntensity","meanpit"
"272",12,"A14EYTLSMJRPUK","ItemBonnie","YesControl","sp",5,0.01,"74.797","133.165"
"273",12,"A14EYTLSMJRPUK","ItemBonnie","YesControl","KICKING",6,0.499,"77.693","127.599"
"274",12,"A14EYTLSMJRPUK","ItemBonnie","YesControl","LAURIE",7,0.439,"-59.959","92.647"
"275",12,"A14EYTLSMJRPUK","ItemBonnie","YesControl","sp",8,0.469,"-300.000","--undefined--"
"276",14,"A14EYTLSMJRPUK","ItemSandy","Verb","sp",1,0.609,"-118.364","110.922"
"277",14,"A14EYTLSMJRPUK","ItemSandy","Verb","NO",2,0.319,"81.133","128.608"
"278",14,"A14EYTLSMJRPUK","ItemSandy","Verb","SANDY",3,0.499,"79.229","131.858"
"279",14,"A14EYTLSMJRPUK","ItemSandy","Verb","IS",4,0.259,"66.490","142.869"
"280",14,"A14EYTLSMJRPUK","ItemSandy","Verb","PULLING",5,0.529,"81.323","126.197"
"281",14,"A14EYTLSMJRPUK","ItemSandy","Verb","TORI",6,0.489,"-60.990","88.261"
"282",14,"A14EYTLSMJRPUK","ItemSandy","Verb","sp",7,0.339,"-163.955","--undefined--"
"283",15,"A14EYTLSMJRPUK","ItemDory","Verb","sp",1,0.559,"-162.192","128.152"
"284",15,"A14EYTLSMJRPUK","ItemDory","Verb","NO",2,0.319,"80.289","147.169"
"285",15,"A14EYTLSMJRPUK","ItemDory","Verb","DORY",3,0.399,"78.926","136.678"
"286",15,"A14EYTLSMJRPUK","ItemDory","Verb","IS",4,0.19,"69.849","137.656"
"287",15,"A14EYTLSMJRPUK","ItemDory","Verb","POKING",5,0.269,"77.040","104.941"
"288",15,"A14EYTLSMJRPUK","ItemDory","Verb","DONNY",6,0.469,"-50.241","88.290"
"289",15,"A14EYTLSMJRPUK","ItemDory","Verb","sp",7,0.379,"-300.000","--undefined--"
"290",19,"A14EYTLSMJRPUK","ItemBilly","Agent","sp",1,0.519,"-71.851","120.332"
"291",19,"A14EYTLSMJRPUK","ItemBilly","Agent","NO",2,0.409,"75.697","130.977"
"292",19,"A14EYTLSMJRPUK","ItemBilly","Agent","BILLY",3,0.349,"82.687","144.199"
"293",19,"A14EYTLSMJRPUK","ItemBilly","Agent","IS",4,0.17,"71.156","--undefined--"
"294",19,"A14EYTLSMJRPUK","ItemBilly","Agent","sp",5,0.02,"82.467","125.934"
"295",19,"A14EYTLSMJRPUK","ItemBilly","Agent","KISSING",6,0.449,"76.315","104.904"
"296",19,"A14EYTLSMJRPUK","ItemBilly","Agent","ANDY",7,0.449,"19.834","86.475"
"297",19,"A14EYTLSMJRPUK","ItemBilly","Agent","sp",8,0.22,"--undefined--","--undefined--"
"298",22,"A14EYTLSMJRPUK","ItemBilly","Patient","sp",1,0.479,"-187.063","98.607"
"299",22,"A14EYTLSMJRPUK","ItemBilly","Patient","NO",2,0.399,"77.778","122.221"
"300",22,"A14EYTLSMJRPUK","ItemBilly","Patient","BILLY",3,0.339,"81.079","138.324"
"301",22,"A14EYTLSMJRPUK","ItemBilly","Patient","IS",4,0.18,"71.065","133.651"
"302",22,"A14EYTLSMJRPUK","ItemBilly","Patient","KISSING",5,0.359,"78.161","117.911"
"303",22,"A14EYTLSMJRPUK","ItemBilly","Patient","ANDY",6,0.449,"-84.193","98.752"
"304",22,"A14EYTLSMJRPUK","ItemBilly","Patient","sp",7,0.379,"-103.822","--undefined--"
"305",24,"A14EYTLSMJRPUK","ItemDory","YesControl","sp",1,0.559,"-84.411","--undefined--"
"306",24,"A14EYTLSMJRPUK","ItemDory","YesControl","YES",2,0.399,"72.965","124.004"
"307",24,"A14EYTLSMJRPUK","ItemDory","YesControl","DORY",3,0.2,"81.928","137.265"
"308",24,"A14EYTLSMJRPUK","ItemDory","YesControl","IS",4,0.249,"69.630","135.756"
"309",24,"A14EYTLSMJRPUK","ItemDory","YesControl","POKING",5,0.349,"76.245","124.360"
"310",24,"A14EYTLSMJRPUK","ItemDory","YesControl","DONNY",6,0.469,"-23.978","92.539"
"311",24,"A14EYTLSMJRPUK","ItemDory","YesControl","sp",7,0.639,"-249.095","--undefined--"
"312",25,"A14EYTLSMJRPUK","ItemSandy","Verb","sp",1,0.908,"-165.832","107.307"
"313",25,"A14EYTLSMJRPUK","ItemSandy","Verb","NO",2,0.289,"78.000","127.234"
"314",25,"A14EYTLSMJRPUK","ItemSandy","Verb","SANDY",3,0.309,"80.196","135.570"
"315",25,"A14EYTLSMJRPUK","ItemSandy","Verb","IS",4,0.19,"74.787","143.058"
"316",25,"A14EYTLSMJRPUK","ItemSandy","Verb","PULLING",5,0.309,"80.288","124.806"
"317",25,"A14EYTLSMJRPUK","ItemSandy","Verb","TORI",6,0.499,"-46.577","168.882"
"318",25,"A14EYTLSMJRPUK","ItemSandy","Verb","sp",7,0.359,"-300.000","--undefined--"
"319",26,"A14EYTLSMJRPUK","ItemBonnie","YesControl","sp",1,0.559,"-57.464","314.527"
"320",26,"A14EYTLSMJRPUK","ItemBonnie","YesControl","YES",2,0.519,"74.723","146.628"
"321",26,"A14EYTLSMJRPUK","ItemBonnie","YesControl","BONNIE",3,0.369,"77.797","141.614"
"322",26,"A14EYTLSMJRPUK","ItemBonnie","YesControl","IS",4,0.1,"69.203","--undefined--"
"323",26,"A14EYTLSMJRPUK","ItemBonnie","YesControl","KICKING",5,0.299,"77.491","124.905"
"324",26,"A14EYTLSMJRPUK","ItemBonnie","YesControl","LAURIE",6,0.539,"24.180","99.275"
"325",26,"A14EYTLSMJRPUK","ItemBonnie","YesControl","sp",7,0.2,"--undefined--","--undefined--"
"326",30,"A14EYTLSMJRPUK","ItemBonnie","Verb","sp",1,0.619,"-113.613","129.504"
"327",30,"A14EYTLSMJRPUK","ItemBonnie","Verb","NO",2,0.21,"74.679","125.754"
"328",30,"A14EYTLSMJRPUK","ItemBonnie","Verb","BONNIE",3,0.19,"80.573","135.213"
"329",30,"A14EYTLSMJRPUK","ItemBonnie","Verb","IS",4,0.239,"75.305","136.933"
"330",30,"A14EYTLSMJRPUK","ItemBonnie","Verb","KICKING",5,0.279,"76.260","125.415"
"331",30,"A14EYTLSMJRPUK","ItemBonnie","Verb","LAURIE",6,0.399,"-32.100","89.506"
"332",30,"A14EYTLSMJRPUK","ItemBonnie","Verb","sp",7,0.13,"--undefined--","--undefined--"
"333",31,"A14EYTLSMJRPUK","ItemBilly","Agent","sp",1,0.688,"-141.438","111.176"
"334",31,"A14EYTLSMJRPUK","ItemBilly","Agent","NO",2,0.279,"78.180","122.132"
"335",31,"A14EYTLSMJRPUK","ItemBilly","Agent","BILLY",3,0.369,"79.165","136.716"
"336",31,"A14EYTLSMJRPUK","ItemBilly","Agent","IS",4,0.21,"70.108","--undefined--"
"337",31,"A14EYTLSMJRPUK","ItemBilly","Agent","KISSING",5,0.299,"75.579","103.902"
"338",31,"A14EYTLSMJRPUK","ItemBilly","Agent","ANDY",6,0.449,"53.370","89.707"
"339",31,"A14EYTLSMJRPUK","ItemBilly","Agent","sp",7,0.1,"--undefined--","--undefined--"
"340",36,"A14EYTLSMJRPUK","ItemSandy","Patient","sp",1,0.529,"-41.714","112.322"
"341",36,"A14EYTLSMJRPUK","ItemSandy","Patient","NO",2,0.239,"77.496","123.395"
"342",36,"A14EYTLSMJRPUK","ItemSandy","Patient","SANDY",3,0.399,"76.763","144.127"
"343",36,"A14EYTLSMJRPUK","ItemSandy","Patient","sp",4,0.02,"57.277","--undefined--"
"344",36,"A14EYTLSMJRPUK","ItemSandy","Patient","IS",5,0.19,"70.716","148.887"
"345",36,"A14EYTLSMJRPUK","ItemSandy","Patient","PULLING",6,0.399,"71.946","158.443"
"346",36,"A14EYTLSMJRPUK","ItemSandy","Patient","TORI",7,0.659,"-1.091","123.490"
"347",36,"A14EYTLSMJRPUK","ItemSandy","Patient","sp",8,0.289,"5.143","--undefined--"
"348",41,"A14EYTLSMJRPUK","ItemSandy","YesControl","sp",1,0.11,"-96.751","--undefined--"
"349",41,"A14EYTLSMJRPUK","ItemSandy","YesControl","YES",2,0.728,"-85.656","133.103"
"350",41,"A14EYTLSMJRPUK","ItemSandy","YesControl","SANDY",3,0.359,"76.983","137.267"
"351",41,"A14EYTLSMJRPUK","ItemSandy","YesControl","IS",4,0.08,"49.826","136.705"
"352",41,"A14EYTLSMJRPUK","ItemSandy","YesControl","sp",5,0.04,"81.476","134.612"
"353",41,"A14EYTLSMJRPUK","ItemSandy","YesControl","PULLING",6,0.349,"77.928","127.367"
"354",41,"A14EYTLSMJRPUK","ItemSandy","YesControl","TORI",7,0.539,"72.649","121.130"
"355",42,"A14EYTLSMJRPUK","ItemBilly","Patient","sp",1,0.678,"-142.824","112.731"
"356",42,"A14EYTLSMJRPUK","ItemBilly","Patient","NO",2,0.389,"76.674","124.603"
"357",42,"A14EYTLSMJRPUK","ItemBilly","Patient","BILLY",3,0.389,"80.930","137.181"
"358",42,"A14EYTLSMJRPUK","ItemBilly","Patient","IS",4,0.14,"76.168","130.637"
"359",42,"A14EYTLSMJRPUK","ItemBilly","Patient","KISSING",5,0.389,"77.745","120.321"
"360",42,"A14EYTLSMJRPUK","ItemBilly","Patient","ANDY",6,0.549,"11.809","100.807"
"361",42,"A14EYTLSMJRPUK","ItemBilly","Patient","sp",7,0.19,"--undefined--","--undefined--"
"362",46,"A14EYTLSMJRPUK","ItemDory","Verb","sp",1,0.529,"-69.960","122.524"
"363",46,"A14EYTLSMJRPUK","ItemDory","Verb","NO",2,0.309,"78.892","127.886"
"364",46,"A14EYTLSMJRPUK","ItemDory","Verb","DORY",3,0.389,"79.547","125.566"
"365",46,"A14EYTLSMJRPUK","ItemDory","Verb","IS",4,0.259,"68.368","144.722"
"366",46,"A14EYTLSMJRPUK","ItemDory","Verb","POKING",5,0.239,"74.767","106.886"
"367",46,"A14EYTLSMJRPUK","ItemDory","Verb","DONNY",6,0.609,"58.546","91.499"
"368",46,"A14EYTLSMJRPUK","ItemDory","Verb","sp",7,0.06,"--undefined--","--undefined--"
"369",49,"A14EYTLSMJRPUK","ItemBilly","Verb","NO",1,0.06,"-169.496","--undefined--"
"370",49,"A14EYTLSMJRPUK","ItemBilly","Verb","sp",2,0.07,"5.666","--undefined--"
"371",49,"A14EYTLSMJRPUK","ItemBilly","Verb","BILLY",3,1.018,"-4.438","127.863"
"372",49,"A14EYTLSMJRPUK","ItemBilly","Verb","IS",4,0.13,"74.545","146.499"
"373",49,"A14EYTLSMJRPUK","ItemBilly","Verb","KISSING",5,0.439,"78.634","118.159"
"374",49,"A14EYTLSMJRPUK","ItemBilly","Verb","ANDY",6,0.479,"66.472","88.862"
"375",49,"A14EYTLSMJRPUK","ItemBilly","Verb","sp",7,0.01,"--undefined--","--undefined--"
"376",51,"A14EYTLSMJRPUK","ItemDory","YesControl","sp",1,0.16,"-81.427","--undefined--"
"377",51,"A14EYTLSMJRPUK","ItemDory","YesControl","YES",2,0.838,"-62.736","129.030"
"378",51,"A14EYTLSMJRPUK","ItemDory","YesControl","DORY",3,0.229,"79.441","137.381"
"379",51,"A14EYTLSMJRPUK","ItemDory","YesControl","IS",4,0.18,"68.144","136.790"
"380",51,"A14EYTLSMJRPUK","ItemDory","YesControl","POKING",5,0.359,"76.317","117.909"
"381",51,"A14EYTLSMJRPUK","ItemDory","YesControl","DONNY",6,0.509,"33.784","100.440"
"382",51,"A14EYTLSMJRPUK","ItemDory","YesControl","sp",7,0.17,"--undefined--","--undefined--"
"383",52,"A14EYTLSMJRPUK","ItemSandy","YesControl","sp",1,0.239,"-50.307","--undefined--"
"384",52,"A14EYTLSMJRPUK","ItemSandy","YesControl","YES",2,0.449,"-5.386","191.478"
"385",52,"A14EYTLSMJRPUK","ItemSandy","YesControl","SANDY",3,0.329,"79.837","136.052"
"386",52,"A14EYTLSMJRPUK","ItemSandy","YesControl","IS",4,0.21,"67.703","135.601"
"387",52,"A14EYTLSMJRPUK","ItemSandy","YesControl","PULLING",5,0.259,"77.263","128.266"
"388",52,"A14EYTLSMJRPUK","ItemSandy","YesControl","TORI",6,0.589,"-4.167","103.096"
"389",52,"A14EYTLSMJRPUK","ItemSandy","YesControl","sp",7,0.319,"-111.761","--undefined--"
"390",53,"A14EYTLSMJRPUK","ItemBonnie","Agent","sp",1,0.728,"-175.384","105.148"
"391",53,"A14EYTLSMJRPUK","ItemBonnie","Agent","NO",2,0.419,"75.402","142.979"
"392",53,"A14EYTLSMJRPUK","ItemBonnie","Agent","BONNIE",3,0.239,"75.637","134.262"
"393",53,"A14EYTLSMJRPUK","ItemBonnie","Agent","IS",4,0.1,"68.171","133.860"
"394",53,"A14EYTLSMJRPUK","ItemBonnie","Agent","KICKING",5,0.439,"74.436","115.653"
"395",53,"A14EYTLSMJRPUK","ItemBonnie","Agent","LAURIE",6,0.429,"-65.177","91.461"
"396",53,"A14EYTLSMJRPUK","ItemBonnie","Agent","sp",7,0.269,"-300.000","--undefined--"
"397",55,"A14EYTLSMJRPUK","ItemBonnie","Verb","sp",1,0.519,"-51.182","113.152"
"398",55,"A14EYTLSMJRPUK","ItemBonnie","Verb","NO",2,0.319,"75.442","144.433"
"399",55,"A14EYTLSMJRPUK","ItemBonnie","Verb","BONNIE",3,0.389,"77.780","132.746"
"400",55,"A14EYTLSMJRPUK","ItemBonnie","Verb","IS",4,0.15,"65.185","153.070"
"401",55,"A14EYTLSMJRPUK","ItemBonnie","Verb","KICKING",5,0.429,"77.404","119.811"
"402",55,"A14EYTLSMJRPUK","ItemBonnie","Verb","LAURIE",6,0.389,"13.215","84.850"
"403",55,"A14EYTLSMJRPUK","ItemBonnie","Verb","sp",7,0.2,"--undefined--","--undefined--"
"404",57,"A14EYTLSMJRPUK","ItemBilly","YesControl","sp",1,0.549,"-172.132","125.532"
"405",57,"A14EYTLSMJRPUK","ItemBilly","YesControl","YES",2,0.499,"70.083","125.350"
"406",57,"A14EYTLSMJRPUK","ItemBilly","YesControl","BILLY",3,0.309,"78.859","138.646"
"407",57,"A14EYTLSMJRPUK","ItemBilly","YesControl","IS",4,0.09,"71.655","145.425"
"408",57,"A14EYTLSMJRPUK","ItemBilly","YesControl","KISSING",5,0.399,"79.143","124.191"
"409",57,"A14EYTLSMJRPUK","ItemBilly","YesControl","ANDY",6,0.359,"69.817","221.765"
"410",58,"A14EYTLSMJRPUK","ItemDory","YesControl","sp",1,0.399,"-119.621","--undefined--"
"411",58,"A14EYTLSMJRPUK","ItemDory","YesControl","YES",2,0.599,"56.618","124.114"
"412",58,"A14EYTLSMJRPUK","ItemDory","YesControl","DORY",3,0.309,"78.492","135.039"
"413",58,"A14EYTLSMJRPUK","ItemDory","YesControl","IS",4,0.14,"53.125","132.951"
"414",58,"A14EYTLSMJRPUK","ItemDory","YesControl","POKING",5,0.319,"76.770","121.905"
"415",58,"A14EYTLSMJRPUK","ItemDory","YesControl","DONNY",6,0.489,"50.326","98.781"
"416",58,"A14EYTLSMJRPUK","ItemDory","YesControl","sp",7,0.14,"--undefined--","--undefined--"
"417",60,"A14EYTLSMJRPUK","ItemSandy","Agent","sp",1,0.619,"-169.134","117.751"
"418",60,"A14EYTLSMJRPUK","ItemSandy","Agent","NO",2,0.259,"79.099","133.221"
"419",60,"A14EYTLSMJRPUK","ItemSandy","Agent","SANDY",3,0.629,"74.685","142.356"
"420",60,"A14EYTLSMJRPUK","ItemSandy","Agent","IS",4,0.249,"76.933","127.809"
"421",60,"A14EYTLSMJRPUK","ItemSandy","Agent","PULLING",5,0.289,"71.471","106.278"
"422",60,"A14EYTLSMJRPUK","ItemSandy","Agent","TORI",6,0.559,"26.091","93.922"
"423",60,"A14EYTLSMJRPUK","ItemSandy","Agent","sp",7,0.21,"--undefined--","--undefined--"
"424",65,"A14EYTLSMJRPUK","ItemBilly","Verb","sp",1,0.728,"-110.287","114.792"
"425",65,"A14EYTLSMJRPUK","ItemBilly","Verb","NO",2,0.299,"74.075","129.202"
"426",65,"A14EYTLSMJRPUK","ItemBilly","Verb","BILLY",3,0.249,"80.371","127.737"
"427",65,"A14EYTLSMJRPUK","ItemBilly","Verb","IS",4,0.12,"70.772","328.747"
"428",65,"A14EYTLSMJRPUK","ItemBilly","Verb","KISSING",5,0.309,"77.488","112.544"
"429",65,"A14EYTLSMJRPUK","ItemBilly","Verb","ANDY",6,0.459,"67.896","91.219"
"430",68,"A14EYTLSMJRPUK","ItemBonnie","Agent","sp",1,0.02,"3.499","--undefined--"
"431",68,"A14EYTLSMJRPUK","ItemBonnie","Agent","NO",2,0.08,"1.482","--undefined--"
"432",68,"A14EYTLSMJRPUK","ItemBonnie","Agent","sp",3,0.12,"4.658","--undefined--"
"433",68,"A14EYTLSMJRPUK","ItemBonnie","Agent","BONNIE",4,1.058,"-10.853","135.726"
"434",68,"A14EYTLSMJRPUK","ItemBonnie","Agent","IS",5,0.19,"71.253","130.537"
"435",68,"A14EYTLSMJRPUK","ItemBonnie","Agent","KICKING",6,0.369,"74.636","114.321"
"436",68,"A14EYTLSMJRPUK","ItemBonnie","Agent","LAURIE",7,0.329,"-76.923","82.963"
"437",68,"A14EYTLSMJRPUK","ItemBonnie","Agent","sp",8,0.229,"4.852","--undefined--"
"438",69,"A14EYTLSMJRPUK","ItemDory","Patient","sp",1,0.539,"-167.930","120.821"
"439",69,"A14EYTLSMJRPUK","ItemDory","Patient","NO",2,0.359,"78.518","138.885"
"440",69,"A14EYTLSMJRPUK","ItemDory","Patient","DORY",3,0.259,"78.993","134.657"
"441",69,"A14EYTLSMJRPUK","ItemDory","Patient","IS",4,0.22,"69.167","138.836"
"442",69,"A14EYTLSMJRPUK","ItemDory","Patient","POKING",5,0.379,"77.708","141.694"
"443",69,"A14EYTLSMJRPUK","ItemDory","Patient","DONNY",6,0.399,"11.867","114.548"
"444",69,"A14EYTLSMJRPUK","ItemDory","Patient","sp",7,0.19,"--undefined--","--undefined--"
"445",6,"A14EYTLSMJRPUK","ItemSandy","YesControl","sp",1,0.2,"-37.222","--undefined--"
"446",6,"A14EYTLSMJRPUK","ItemSandy","YesControl","YES",2,0.639,"-84.197","131.460"
"447",6,"A14EYTLSMJRPUK","ItemSandy","YesControl","SANDY",3,0.529,"78.355","126.953"
"448",6,"A14EYTLSMJRPUK","ItemSandy","YesControl","IS",4,0.17,"76.362","113.660"
"449",6,"A14EYTLSMJRPUK","ItemSandy","YesControl","PULLING",5,0.319,"69.700","102.337"
"450",6,"A14EYTLSMJRPUK","ItemSandy","YesControl","TORI",6,0.549,"-24.061","116.701"
"451",6,"A14EYTLSMJRPUK","ItemSandy","YesControl","sp",7,0.738,"-258.126","--undefined--"
"452",70,"A14EYTLSMJRPUK","ItemBilly","YesControl","sp",1,0.2,"-59.418","--undefined--"
"453",70,"A14EYTLSMJRPUK","ItemBilly","YesControl","YES",2,1.048,"-49.774","124.885"
"454",70,"A14EYTLSMJRPUK","ItemBilly","YesControl","BILLY",3,0.279,"80.594","141.159"
"455",70,"A14EYTLSMJRPUK","ItemBilly","YesControl","IS",4,0.229,"75.844","139.196"
"456",70,"A14EYTLSMJRPUK","ItemBilly","YesControl","KISSING",5,0.299,"77.972","122.031"
"457",70,"A14EYTLSMJRPUK","ItemBilly","YesControl","ANDY",6,0.569,"1.068","102.107"
"458",70,"A14EYTLSMJRPUK","ItemBilly","YesControl","sp",7,0.19,"--undefined--","--undefined--"
"459",71,"A14EYTLSMJRPUK","ItemSandy","Agent","sp",1,0.619,"-135.686","--undefined--"
"460",71,"A14EYTLSMJRPUK","ItemSandy","Agent","NO",2,0.399,"73.257","124.059"
"461",71,"A14EYTLSMJRPUK","ItemSandy","Agent","SANDY",3,0.459,"78.657","134.277"
"462",71,"A14EYTLSMJRPUK","ItemSandy","Agent","IS",4,0.309,"68.013","122.631"
"463",71,"A14EYTLSMJRPUK","ItemSandy","Agent","PULLING",5,0.299,"75.459","110.665"
"464",71,"A14EYTLSMJRPUK","ItemSandy","Agent","TORI",6,0.439,"69.138","99.719"
"465",71,"A14EYTLSMJRPUK","ItemSandy","Agent","sp",7,0.01,"--undefined--","--undefined--"
"466",73,"A14EYTLSMJRPUK","ItemDory","Patient","sp",1,0.439,"-134.487","--undefined--"
"467",73,"A14EYTLSMJRPUK","ItemDory","Patient","NO",2,0.529,"72.886","122.536"
"468",73,"A14EYTLSMJRPUK","ItemDory","Patient","DORY",3,0.289,"77.176","145.618"
"469",73,"A14EYTLSMJRPUK","ItemDory","Patient","IS",4,0.12,"45.320","142.138"
"470",73,"A14EYTLSMJRPUK","ItemDory","Patient","POKING",5,0.359,"77.492","140.669"
"471",73,"A14EYTLSMJRPUK","ItemDory","Patient","DONNY",6,0.429,"47.682","103.727"
"472",73,"A14EYTLSMJRPUK","ItemDory","Patient","sp",7,0.09,"--undefined--","--undefined--"
"473",76,"A14EYTLSMJRPUK","ItemDory","Agent","sp",1,0.609,"-151.670","124.927"
"474",76,"A14EYTLSMJRPUK","ItemDory","Agent","NO",2,0.259,"72.608","127.911"
"475",76,"A14EYTLSMJRPUK","ItemDory","Agent","DORY",3,0.389,"79.680","132.907"
"476",76,"A14EYTLSMJRPUK","ItemDory","Agent","IS",4,0.21,"62.585","121.101"
"477",76,"A14EYTLSMJRPUK","ItemDory","Agent","sp",5,0.03,"68.386","121.921"
"478",76,"A14EYTLSMJRPUK","ItemDory","Agent","POKING",6,0.309,"69.989","110.011"
"479",76,"A14EYTLSMJRPUK","ItemDory","Agent","DONNY",7,0.469,"42.167","92.707"
"480",76,"A14EYTLSMJRPUK","ItemDory","Agent","sp",8,0.17,"--undefined--","--undefined--"
"481",79,"A14EYTLSMJRPUK","ItemBonnie","YesControl","sp",1,0.429,"-130.884","--undefined--"
"482",79,"A14EYTLSMJRPUK","ItemBonnie","YesControl","YES",2,0.549,"65.051","179.135"
"483",79,"A14EYTLSMJRPUK","ItemBonnie","YesControl","BONNIE",3,0.379,"77.426","139.221"
"484",79,"A14EYTLSMJRPUK","ItemBonnie","YesControl","IS",4,0.14,"73.635","138.890"
"485",79,"A14EYTLSMJRPUK","ItemBonnie","YesControl","KICKING",5,0.369,"77.742","121.542"
"486",79,"A14EYTLSMJRPUK","ItemBonnie","YesControl","LAURIE",6,0.389,"55.785","231.343"
"487",79,"A14EYTLSMJRPUK","ItemBonnie","YesControl","sp",7,0.05,"--undefined--","--undefined--"
"488",7,"A14EYTLSMJRPUK","ItemBonnie","Patient","sp",1,0.898,"-61.540","117.838"
"489",7,"A14EYTLSMJRPUK","ItemBonnie","Patient","NO",2,0.339,"75.749","127.532"
"490",7,"A14EYTLSMJRPUK","ItemBonnie","Patient","sp",3,0.03,"80.716","110.647"
"491",7,"A14EYTLSMJRPUK","ItemBonnie","Patient","BONNIE",4,0.339,"81.830","128.561"
"492",7,"A14EYTLSMJRPUK","ItemBonnie","Patient","IS",5,0.17,"75.957","149.060"
"493",7,"A14EYTLSMJRPUK","ItemBonnie","Patient","KICKING",6,0.329,"80.950","123.836"
"494",7,"A14EYTLSMJRPUK","ItemBonnie","Patient","LAURIE",7,0.539,"2.038","104.090"
"495",7,"A14EYTLSMJRPUK","ItemBonnie","Patient","sp",8,0.359,"-82.700","--undefined--"
"496",80,"A14EYTLSMJRPUK","ItemSandy","Patient","sp",1,0.509,"-166.648","119.742"
"497",80,"A14EYTLSMJRPUK","ItemSandy","Patient","NO",2,0.339,"74.331","136.861"
"498",80,"A14EYTLSMJRPUK","ItemSandy","Patient","SANDY",3,0.399,"77.484","145.308"
"499",80,"A14EYTLSMJRPUK","ItemSandy","Patient","IS",4,0.17,"62.283","147.108"
"500",80,"A14EYTLSMJRPUK","ItemSandy","Patient","PULLING",5,0.22,"74.104","129.507"
"501",80,"A14EYTLSMJRPUK","ItemSandy","Patient","TORI",6,0.399,"-37.381","120.291"
"502",80,"A14EYTLSMJRPUK","ItemSandy","Patient","sp",7,0.269,"-3.792","--undefined--"
"503",82,"A14EYTLSMJRPUK","ItemBilly","YesControl","sp",1,0.18,"-65.152","--undefined--"
"504",82,"A14EYTLSMJRPUK","ItemBilly","YesControl","YES",2,0.748,"-24.086","183.320"
"505",82,"A14EYTLSMJRPUK","ItemBilly","YesControl","BILLY",3,0.269,"79.362","148.381"
"506",82,"A14EYTLSMJRPUK","ItemBilly","YesControl","IS",4,0.13,"72.714","149.487"
"507",82,"A14EYTLSMJRPUK","ItemBilly","YesControl","KISSING",5,0.319,"78.532","123.452"
"508",82,"A14EYTLSMJRPUK","ItemBilly","YesControl","ANDY",6,0.379,"-46.576","222.430"
"509",82,"A14EYTLSMJRPUK","ItemBilly","YesControl","sp",7,0.229,"-7.517","--undefined--"
"510",84,"A14EYTLSMJRPUK","ItemBonnie","Patient","NO",1,0.08,"-0.086","--undefined--"
"511",84,"A14EYTLSMJRPUK","ItemBonnie","Patient","sp",2,0.05,"1.830","--undefined--"
"512",84,"A14EYTLSMJRPUK","ItemBonnie","Patient","BONNIE",3,1.237,"-13.351","133.582"
"513",84,"A14EYTLSMJRPUK","ItemBonnie","Patient","IS",4,0.13,"68.763","146.439"
"514",84,"A14EYTLSMJRPUK","ItemBonnie","Patient","KICKING",5,0.439,"78.531","124.508"
"515",84,"A14EYTLSMJRPUK","ItemBonnie","Patient","LAURIE",6,0.549,"56.173","113.327"
"516",84,"A14EYTLSMJRPUK","ItemBonnie","Patient","sp",7,0.1,"--undefined--","--undefined--"
"517",10,"A1A7KL0CEERE60","ItemDory","Agent","sp",1,0.898,"41.414","195.404"
"518",10,"A1A7KL0CEERE60","ItemDory","Agent","NO",2,0.479,"73.109","202.222"
"519",10,"A1A7KL0CEERE60","ItemDory","Agent","sp",3,0.349,"46.805","281.052"
"520",10,"A1A7KL0CEERE60","ItemDory","Agent","DORY",4,0.698,"69.104","237.209"
"521",10,"A1A7KL0CEERE60","ItemDory","Agent","sp",5,0.1,"43.927","--undefined--"
"522",10,"A1A7KL0CEERE60","ItemDory","Agent","IS",6,0.259,"64.194","190.431"
"523",10,"A1A7KL0CEERE60","ItemDory","Agent","POKING",7,0.629,"57.780","174.395"
"524",10,"A1A7KL0CEERE60","ItemDory","Agent","DONNY",8,0.419,"60.892","161.461"
"525",10,"A1A7KL0CEERE60","ItemDory","Agent","sp",9,1.028,"42.102","226.870"
"526",12,"A1A7KL0CEERE60","ItemBonnie","YesControl","sp",1,0.678,"40.930","--undefined--"
"527",12,"A1A7KL0CEERE60","ItemBonnie","YesControl","YES",2,0.419,"67.902","242.568"
"528",12,"A1A7KL0CEERE60","ItemBonnie","YesControl","sp",3,0.409,"45.407","--undefined--"
"529",12,"A1A7KL0CEERE60","ItemBonnie","YesControl","BONNIE",4,0.429,"71.052","211.720"
"530",12,"A1A7KL0CEERE60","ItemBonnie","YesControl","IS",5,0.18,"68.939","257.958"
"531",12,"A1A7KL0CEERE60","ItemBonnie","YesControl","sp",6,0.06,"52.395","--undefined--"
"532",12,"A1A7KL0CEERE60","ItemBonnie","YesControl","KICKING",7,0.469,"67.098","240.215"
"533",12,"A1A7KL0CEERE60","ItemBonnie","YesControl","LAURIE",8,0.439,"68.970","208.974"
"534",12,"A1A7KL0CEERE60","ItemBonnie","YesControl","sp",9,1.357,"42.517","--undefined--"
"535",14,"A1A7KL0CEERE60","ItemSandy","Verb","sp",1,0.808,"41.756","195.490"
"536",14,"A1A7KL0CEERE60","ItemSandy","Verb","NO",2,0.569,"72.699","211.328"
"537",14,"A1A7KL0CEERE60","ItemSandy","Verb","sp",3,0.229,"44.562","293.832"
"538",14,"A1A7KL0CEERE60","ItemSandy","Verb","SANDY",4,0.609,"71.893","205.773"
"539",14,"A1A7KL0CEERE60","ItemSandy","Verb","IS",5,0.249,"71.265","204.089"
"540",14,"A1A7KL0CEERE60","ItemSandy","Verb","sp",6,0.07,"46.278","--undefined--"
